,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326
filename,overall adjusted,overall,1574798433420,1574800556993,1574800569023,1574800570730,1574800609230,1574800633653,1574800638491,1574800640931,1574800661331,1574800700573,1574800756401,1574800759684,1574800790314,1574800837764,1574800907849,1574800909083,1574800946770,1574800992762,1574801025949,1574801026919,1574801062230,1574801083800,1574801103322,1574801166203,1574801168730,1574801175899,1574801183331,1574801206198,1574801208192,1574801277679,1574801328814,1574801347072,1574801353276,1574801422338,1574801428662,1574801461604,1574801505854,1574801530035,1574801558585,1574801606571,1574801655315,1574801709900,1574801714279,1574801768613,1574801768683,1574801772668,1574801783234,1574801811863,1574801893300,1574801899825,1574801948812,1574801992980,1574802034548,1574802082017,1574802337178,1574802356202,1574802365535,1574802555328,1574802761883,1574802807409,1574802855423,1574802984825,1574802990126,1574803140103,1574803407672,1574803746622,1574803800866,1574804365576,1574804630545,1574804696527,1574806648192,1574815099554,1575421477164,1575421500394,1575421522932,1575421557010,1575421558468,1575421566480,1575421586711,1575421587377,1575421601153,1575421625732,1575421627920,1575421633206,1575421635478,1575421642126,1575421644193,1575421647150,1575421672038,1575421675088,1575421682710,1575421693976,1575421717236,1575421725569,1575421728514,1575421738629,1575421748830,1575421797593,1575421843248,1575421847849,1575421882665,1575421946518,1575421948424,1575421971805,1575422009650,1575422020103,1575422050647,1575422062279,1575422128291,1575422156058,1575422187369,1575422191663,1575422219652,1575422229566,1575422255049,1575422351580,1575422383722,1575422519216,1575422524622,1575422558601,1575422580874,1575422586894,1575422613943,1575422695316,1575422755396,1575422761869,1575422767002,1575422876549,1575422989046,1575423008535,1575423052078,1575423056989,1575423068506,1575423070343,1575423073488,1575423104649,1575423221631,1575423324883,1575423334905,1575423371054,1575423379700,1575423412803,1575423579271,1575423605468,1575423609527,1575423611114,1575423650787,1575423923870,1575423934815,1575424043647,1575424046616,1575424152334,1575424235636,1575424352847,1575424390343,1575424548761,1575424572887,1575424918302,1575425731813,1575425860334,1575426285538,1575426822034,1575427575903,1575428833088,1576104184410,1576104185712,1576104194129,1576104208750,1576104224300,1576104228011,1576104251091,1576104255793,1576104266526,1576104281020,1576104281131,1576104300224,1576104322272,1576104362047,1576104363565,1576104368152,1576104373459,1576104385774,1576104415315,1576104422889,1576104437915,1576104459159,1576104474036,1576104506078,1576104520633,1576104539164,1576104542006,1576104544465,1576104578414,1576104616139,1576104625880,1576104634155,1576104645706,1576104651652,1576104663608,1576104694967,1576104711464,1576104724784,1576104772209,1576104786874,1576104867789,1576104886858,1576104912659,1576104933081,1576105002969,1576105019699,1576105082302,1576105158459,1576105167669,1576105229678,1576105236462,1576105239521,1576105245334,1576105263969,1576105308678,1576105456705,1576105494293,1576105504720,1576105510329,1576105558288,1576105595160,1576105686867,1576105789512,1576105844033,1576105924260,1576105965336,1576106023784,1576106046998,1576106095466,1576106099158,1576106117441,1576106123308,1576106133471,1576106134031,1576106137217,1576106159284,1576106191792,1576106210217,1576106296478,1576106316138,1576106347342,1576106487977,1576106641546,1576106790657,1576106822549,1576106928561,1576107184936,1576107193019,1576107211666,1576107255064,1576107343617,1576107457252,1576107756738,1576107825485,1576108299534,1576108542568,1576109983080,1576110497726,1576111347561,1576712468531,1576712482381,1576712485998,1576712544188,1576712564525,1576712567094,1576712576414,1576712601571,1576712605603,1576712721190,1576712725654,1576712763789,1576712840931,1576712883228,1576712940349,1576712954562,1576712998379,1576713033151,1576713123003,1576713155905,1576713160542,1576713203640,1576713267153,1576713298050,1576713336394,1576713363812,1576713462471,1576713477544,1576713483851,1576713610664,1576713724837,1576713726023,1576713893823,1576713896269,1576713905923,1576714005090,1576714069056,1576714163219,1576714265043,1576714303911,1576714339419,1576714379005,1576714426808,1576714426938,1576714446226,1576714509719,1576714587829,1576715281270,1576715396506,1576715414802,1576715521706,1576715601619,1576715617522,1576715917007,1576716006473,1576716326818,1576719315995,1576799514591,1576799564856,1576799816173,1576800157388,1576800907116,1576802351198
MTurkID,,,herboy,A2MOC4PTJYY15B,A1ND9FU7OO5NQA,A2NHWPJ304YVH0,A2RCMJLGDWYFO,A3KK1BNF5H0N1Z,A2DYBNZHT42GUU,A2NHWPJ304YVH0,A2ZD06QDBVKF59,AUB70XE0IHL4Y,AAJ1ZQECDZBEE,A12OZ7P7Z41SJI,A19OCD2Q0K2U6M,A1O6QRQ5VTJTNH,A1XLJITNEP7KED,AOOGCOBAZBWJ2,AJ33BFVNV3H2H,A2MT0EBEHD9XGZ,A2JZTBEU8B8MXW,A1STPYX0X942RG,A1UHZFFNBANPGC,A3I8HNZMAWJVFQ,A34DYM8J0X5VK,A7QRHHOSXY49A,A3NMQ3019X6YE0,A1JJNB108BPMRN,A10RINTD0CLW1Y,A1U3UUELW55W65,A2BV0CQQ93LTBP,AWIVX59AEP746,A3TK42KL2AR9LL,A1T621MZGIEGZY,A3AHAY1VIJDCGX,A3UDUHUVFKD833,A3BUSRXW32A27S,A2L26DMSVUEDP6,A26ST4UX73VPLW,A30N5H4N4C22N8,A3SD02HCW68EUL,ATFZIHOC6ITKH,A1FW7GH5HSMLMJ,A1PC5HFTBIR2QA,AIJJ528V7X5F,A2RQD0YABR1O4I,A7A06O2RUJ0LB,A20TVQ2ZM7QWIP,A2HUTXBZ4YCVYT,A2GTJ0BD4CG1A2,A7ERZELTAMWL5,A1JLHMKBGSRROO,A2HITRHQ441VHA,A1WSSSEYTPLEUW,A2H6K1XIK4LY7O,ABGFBUCWV7C23,A2G44A4ZPWRPXU,A1HV4PF18I8560,AD66HP7KFSKJG,A10IJ2B94MS2MX,A1S2MN0E9BHPVA,A3KC385CZNYEG5,A1AD7R2ROLDRDW,A2M03MZWZDXKAJ,A191S6OYAK1N2Q,A37L5E8MHHQGZM,A3YP2RNFZ1PQP,A36O6HV8LCXLJR,A2KGSYEZAGJTJ6,A3DSXUOWWOT30T,ALAEBEEHK525U,A1A1ZXUVSV4YR8,A17FGZ1I5P9RZA,A15CCQOQIM1OY8,A359WCYOJEO9IG,A1QUQ0TV9KVD4C,A198QA1OQBUJV1,AEKOPV99Z7L85,A2SKH7WZUEDGGI,A2HJDLSU95MH8Q,A2S591ZMEWMA5C,A29XSBEHUDS8W2,A18SXC3JEN1O0U,A1A73A5Z4SDW06,A1CY7IOJ9YH136,AJRY9ALX8069Y,A1TVJ4HKOOIL6L,A3MJCHFORYK0US,A2F00J61V5RIUK,A302KOFOYLD89A,A2E86HP0ZU8LO4,ABV2J8ITYELPM,ALV4DAF8DIJ37,A2NGZQA4LO39SZ,AGO9QN7UEDUYL,A1ZJE1T7Q75321,A91KOPU2OL423,A1V02JOX9YXKF6,A1P7ZED14W8QPK,A1WQYLPA6VWN0Z,A16X5FB3HAFCKN,A9Q29DG9Z39BI,A18FOPVU0RY4KH,AOOLS8280CL0Z,AZ1FVSE3Q101W,A3KJE4CH3LOOV0,A3RDRRNKBCMM1F,A3JNSBGUKVX3D7,AL1ZXU9XK95PA,ATP43ZVI1RP0C,A3RYO4RE80IJ84,A25PQTWHOMESAT,A3NBJ2WSWYJPWY,ATAR5KJV8YN2T,ASCLZFXD9WMON,A2C46X78HU00MG,A119NKB45VOGE5,A3J4F07QIDDAM4,A3G1X3IP2VM4IK,A2E1Q8YL50CMD0,AX2VR7850ON7L,APO6KZZ79PO9Q,A10FEK5IEI3MDU,AJHQLOZH3W1II,A1J4AZL6MZ675U,A2QFZ2524HID2B,AJHQLOZH3W1II,AO4KFX0CY0SQD,A1B23SPBS1MB4L,A4GGV17IG8W5C,A3K0GYICW2CXM3,A31681CCEVDIH3,A2RLSRUHS830A7,A21SP7E5DFFX37,A35UAI9VBH32D5,AL6TUFYAMT6U4,A3CPQP08A6J09F,A2ZQCHONMAJZF,A3CO3ZZWVEGQ5J,A1I3QYJJU5ACFR,A3D0QOV2FWXY6J,A1KPUJ4XNQANQ8,A1IF3JCMHN5HNI,A3VXSN99T674SX,AJFJ6VXZJKSXD,A3O4XKCVGK7QRD,A31Y2UA2LPDSWZ,A1HYU54H5V004N,ABVGS2Z9NNGD0,A1PEDOFX00RHUM,A13QHXMU0OMNAY,AEY67OL8UKB,A1O7WUQDKPZGH4,AU6SRME5DNC67,AX6IAYJPL0UUA,A3P04JZJNOYILR,A2WHQQXGDGB00R,AMLE1FC3SQVL8,A1KUSWYPDMM4SH,A2MTG9A2XFYFN3,A3S0IC3M8RZ54U,A1IV4GOY13UQYO,A3TUMZ954ORSUC,A2C84QVRK3KG57,A30VOAZX8XTNGW,A1IMRSDQ7RO9US,A5BCSSPC180AG,A22ZYDQ7VRH6EL,A2I6ZALE49CVSC,A1H198MRIM37T1,A17TKHT8FEVH0R,A32JEH06T23HDF,A1RL5606AOCJYR,A6UFJ075UVPVS,A38I0E8UK53ME5,A3TUCOUVSP9ZGY,A7SXWHGK8B40R,A105ZUIAGMN8SW,A2NXMRPHG86N2T,A2I43BDUPAM00C,A1ZZINLCZZYOH4,A2ZM10511OH8WY,A2FT02WD8F761E,A2482SLAY120J2,A2CPJ227RHJRRZ,A3PQ5Q456J981M,A1UWUXU15155E2,A1YWRH2E6V4GS8,A2UP4TCLF892NV,A20IA63WXHF683,A2BZY06YRWGEDL,A19QXUIRBH5FXP,A2RR04JS69Z5LE,A28HPKVG8W61BD,AEN7H01OU26XL,A3GITKS8VABUNB,A1XZD3ZCEAAMAW,A2JV461I3AIXOH,A2Q4Z6CADBW6WD,A1OX5KXDZAVQPJ,A2AVPZSYEBBH86,A9EVF0SO2IUJ0,A5WAWW70PYRP,A3DNFIQGSB5M5Q,A2GY6KFEGAZ9IE,AOAOG6ZB60VSP,A2QBBJCOCZPTYR,A1HDD2B9I6D33I,A2W3Q8OCO18HEN,A3SCNUNC4712HR,A2NNADV798N5KT,A2BARVYSCEIJN1,A36MCZ9AXB6082,A28HB7240OFGEW,ACHQIF760VSES,A23MOF1WG1Z6KB,A2WIDLIJ6PVME8,A1GKD3NG1NNHRP,A3F51C49T9A34D,A14SIHHUQKOASC,AUCEAYEONG92V,A1EIMXVUOG49SJ,A3H2Y9ZTY867J3,AC2YW45VFGRVR,AJJ5WPCE800YX,AT6LDQNLKTUSE,A5DYCKQZA0XYQ,A1RFH0LZHG2C1R,A22BBAU24IEHPL,A1ORUO2MGV9AT6,COPIEDAMG5FA0P014M0,AX3EXSGDXF9ZJ,A1XAFKGJBBH6S5,A21TGZU9EXJ272,AWWR9PY50W0Z9,A3IF13XHP5UPO2,A18HGTKKFL0R8B,A2YY9CKRJLL113,A34VLM2UC0JY11,A1DKZ5MAIZC6L2,A2O0KQ1VUVTKMW,A38E0LSBY662SJ,A1DL96RV9N3R2G,A111ZFNLXK1TCO,AEF74ZYJTTEIA,A88IDP4W0BJ7P,A1DCKRRPA4AWVD,A3K5HNLPS3F0I8,A16QZSBYXE5VY8,A1O6NAOVMJ1XVC,A20Z5O57UDPFLX,AHEE1V8FPC297,A2Z0V2A4SP5QE0,A3GFR1A1EBIEYT,A39980PKUJE4NS,A2G92T4A1U377C,A24RQYIDMV7OPK,A36SUOEMOIXFSO,A3GRDYAGMTAU02,A3BHWR32XVJSXJ,A3INW9GHEU7FLU,A1SNX9NBRRIVON,A3J4QZVB7RJQ0U,A3ODGLELT1TPX,A7JKODY67819H,AC16JDLH3W0LE,A2AV1XPC9N1O5K,A3SOVL9RH7YBCX,A530U0BQ90TUT,A1P7ZED14W8QPK,A1TN3I2GO6FA8T,A2OFN0A5CPLH57,A2IPO6UJZDIQ91,A3NBJ2WSWYJPWY,ASAAL9165IX44,A357QDJX7IJDPB,A1CP4HLV04V5H6,A25HLUIISE7CZN,A20NITCOBY4775,A1DX7MP76A0RZK,AOQIN4AGBL85L,A1VO5SQ8ZLV3X,A26RO8GGTQAXGG,AU6E25191M6SL,AB5T5XCK2ZD47,A142YEQ6O81P55,A25HLUIISE7CZN,A3IY8IVL6ISLI4,A3QSSGVKQQ3BEE,AYXDE087J2KO,A3PDTUA1YLJTMC,A2R89RXGEVG05I,A2QJWMDEONVKE5,A1FY68KJTDNXFS,A1A6VHOP1K7RIM,A3IEKNIU5G8OIK,A1MGWBZJRNRX7V,A3FAH5S2RGZ5AK,A1DUAMWOX0BORV,AOWY4TEB0UCMX,A240OTT1T85UGT,A38C248EW32LTS,A1T83WL3DTO2U0,AJTLLYV8O5FQU,A2LV5432PV1S39,A2E5FHPR6O552,A1FL1FKQTC7PZY,A2X4VVIXBI0HFP,A1CYSGVB90E67S,A3VE9WX0XH2N5G,ADDSXD7WRKHCZ,A244MTIMLT18PP,ASVRLMDNQBUD9,A3T9WZOUQGE2UW,ASRPEZ6XUT13S,A2K4VALEE25YZ4,A2YTJQ7RCNDXBF,APBXBG763RSQL,A3VN75P4C6NVFQ,A1GCGSUW8KK1UP,AP4A0MZOKR52J,A1X84T4EFW04GZ,AA4KKLIU4C3NY,AWSMA4EBZ2VR5,A2W6Q9FY3V7WF8,A17HH28KE03VZG,A1N53V41FMCR7Q,AB77P0ABU54TS
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.380214,0.6837531,6.499048756,6.034521749,6.030193915,5.290952873,6.499048756,6.499048756,-5.703212867,5.54652782,6.034521749,-5.867011921,6.499048756,6.499048756,6.499048756,-0.007388976646,1.663707271,5.838290339,0.2732261889,5.703212868,0.3129597144,5.560005588,11.45130833,6.189302013,5.497020763,0.672802715,6.499048756,6.499048756,0.2640397082,5.666467942,-5.871421105,6.499048756,5.658638604,0.5168641322,5.549424831,5.878615161,-0.2952192531,6.499048756,5.71293357,5.554864358,0.5501057563,5.86772206,5.555143414,2.473385077,6.499048756,6.188660522,-5.558764463,1.233094982,5.702971072,6.499048756,5.705717797,6.030193918,5.867781418,6.031093799,0.2675327972,6.499048756,0.2807578389,23.64236515,6.499048756,6.499048756,6.499048756,6.499048756,10.98261083,6.499048756,6.499048756,7.660328145,-0.01874280797,6.499048756,6.189302021,6.047744529,6.499048756,6.499048756,6.028951974,6.499048756,6.028951971,5.704341484,6.499048756,6.499048756,11.31845738,6.499048756,5.704217176,-0.005921397999,6.499048756,5.714424613,5.871321676,6.02821924,-24.29204093,6.499048756,11.26627866,6.499048756,6.499048756,5.402753003,5.727929546,6.03019392,5.871421102,6.499048756,6.499048756,6.028951971,5.704339718,6.499048756,6.188660523,5.52036442,5.329360893,6.499048756,5.703212868,5.705905146,5.70433972,6.499048756,6.499048756,6.028951974,11.95047817,6.031644618,5.871303445,5.70284841,6.02821924,5.874836775,5.553305681,36.11898886,6.499048756,12.63257612,5.961214955,6.499048756,5.70979423,1.503062062,6.499048756,6.499048756,6.499048756,5.867716907,6.499048756,5.86772206,11.32875376,6.499048756,5.704217175,5.702971074,5.715747115,5.958702875,6.499048756,6.189302013,0.8077865832,6.499048756,-0.5807532512,-0.5043759329,5.865633859,19.21356337,6.499048756,6.499048756,6.499048756,6.499048756,6.499048756,5.554860604,6.499048756,6.047744529,5.869157602,5.392974339,6.499048756,6.188660522,-0.0948427337,5.885896821,5.702892295,6.499048756,6.499048756,6.499048756,6.499048756,6.499048756,6.047744529,6.499048756,5.554829272,6.499048756,6.499048756,6.499048756,6.499048756,5.721542661,-0.3135294597,6.499048756,6.499048756,6.499048756,5.545742313,6.499048756,5.70652911,6.499048756,6.031644616,6.499048756,6.499048756,6.499048756,6.499048756,-0.01885962542,6.499048756,5.710680023,6.499048756,6.499048756,6.499048756,5.713193254,6.499048756,12.6705984,5.554922885,6.499048756,6.499048756,6.499048756,5.412894672,6.047744525,5.464316367,6.499048756,0.7585960353,6.499048756,6.029033134,5.704217175,6.499048756,-12.88389798,5.715747091,6.189302017,6.499048756,5.86772206,5.710948492,5.563573266,6.499048756,6.188660523,6.499048756,5.871421104,6.188660523,5.885896824,6.499048756,17.39667176,6.031093798,6.499048756,5.867781417,6.499048756,6.189302018,6.499048756,6.499048756,6.499048756,5.54675554,6.499048756,6.499048756,6.499048756,5.72754706,6.499048756,6.499048756,6.499048756,6.499048756,12.88389802,2.66E-16,6.499048756,6.499048756,12.88389802,6.499048756,6.499048756,6.499048756,5.712973041,6.031644613,5.867721972,6.029033134,5.709272581,0.1949535977,6.499048756,5.874837254,5.871303444,5.71215554,5.546092119,5.86915499,6.034521746,5.867781419,6.499048756,6.499048756,5.544227804,6.499048756,6.499048756,-0.8329299252,6.499048756,6.499048756,6.499048756,-6.499048709,6.499048756,6.02895197,6.031093797,6.499048756,6.499048756,5.870508342,2.66E-16,6.499048756,6.499048756,6.239049662,5.327111869,6.499048756,6.499048756,6.499048756,6.499048756,-18.521957,5.871421103,5.561110126,6.031093797,5.702892296,6.499048756,5.71215554,6.031644619,6.198713956,-6.499048708,6.499048756,5.720178496,6.034521747,6.189302016,6.499048756,6.499048756,6.499048756,6.499048756,5.705716571,6.499048756,5.870543911,6.499048756,6.499048756,6.499048756,6.034521748,6.499048756,5.865633858,6.031644616,6.499048756,6.499048756,6.499048756,6.499048756,6.031644616,1.010651065,6.030193916,5.546092119,5.567703788,6.041963853,0.5839202273,6.499048756,6.499048756,5.871303446
3,2.204646,1.215869,12.88389798,11.95992887,11.93960985,5.767622709,12.88389798,12.88389798,-11.29368264,10.98544952,11.95992887,5.753056384,12.88389798,25.5164741,12.88389798,0.2391302293,1.689313173,6.433997309,-0.237814239,11.29368264,0.2888503717,11.06638342,12.05441985,12.25955432,5.337576736,0.9859099151,12.88389798,12.88389798,0.266713455,6.698614959,-11.63199472,12.88389798,6.229290597,0.8559428606,10.99238198,11.87259616,-0.8233300507,12.88389798,17.41549644,11.20446921,0.002269144485,11.61296558,11.06001112,1.562268451,19.21356337,12.25806594,6.056386581,0.3129532508,11.2924732,12.88389798,11.29893544,11.93960986,17.31402284,11.95047818,0.5236547425,12.88389798,0.2859914404,30.17406483,12.88389798,12.88389798,12.88389798,12.88389798,17.26084348,12.88389798,25.5164741,7.119194151,1.255280612,12.88389798,12.25955433,18.83082715,12.88389798,12.88389798,11.9363859,12.88389798,11.9363859,11.29596282,12.88389798,12.88389798,17.62177527,12.88389798,11.29521102,-0.2887140084,12.88389798,11.32217477,11.62283512,11.93470429,-18.42422881,12.88389798,11.59732077,12.88389798,12.88389798,11.25271704,11.88353704,11.93960986,17.56524354,12.88389798,12.88389798,11.9363859,11.29591949,19.21356337,12.25806595,5.620464292,5.675375305,12.88389798,11.29368264,16.83400189,11.2959195,12.88389798,12.88389798,11.9363859,18.04415596,11.9440793,11.63124749,17.01495733,11.93470429,17.41616005,11.28233303,36.15932457,12.88389798,31.55992973,7.099368883,12.88389798,11.30997955,2.177504962,12.88389798,12.88389798,12.88389798,11.61299953,12.88389798,11.61296558,18.2887516,12.88389798,11.29521102,11.2924732,11.32420435,5.958702875,12.88389798,12.25955432,2.072460618,12.88389798,0.7858727479,-0.002464911506,11.6078221,31.8112516,12.88389798,12.88389798,12.88389798,12.88389798,12.88389798,11.20369174,12.88389798,12.16250789,11.61728211,11.26406201,12.88389798,12.25806595,1.18300367,11.77616734,11.29194822,12.88389798,12.88389798,12.88389798,12.88389798,12.88389798,12.84258751,12.88389798,11.0590494,12.88389798,12.88389798,12.88389798,12.88389798,11.53645997,-0.01368582787,12.88389798,12.88389798,12.88389798,10.98261083,12.88389798,16.83743487,12.88389798,11.94407929,12.88389798,12.88389798,12.88389798,12.88389798,0.554337438,12.88389798,11.31188187,12.88389798,12.88389798,12.88389798,11.3186793,12.88389798,13.17184096,11.20625723,12.88389798,12.88389798,12.88389798,11.075413,12.16250788,5.358191714,12.88389798,0.4013200952,12.88389798,11.93752118,11.29521102,12.88389798,-6.384849224,11.32420528,12.25955432,12.88389798,11.61296558,5.489325607,11.29616789,12.88389798,12.25806595,12.88389798,17.56524355,12.25806595,11.8788796,12.88389798,17.89741815,11.95047817,12.88389798,11.61386908,12.88389798,12.25955432,12.88389798,12.88389798,12.88389798,11.20227696,12.88389798,12.88389798,12.88389798,11.39409809,12.88389798,25.51647411,12.88389798,19.21356337,25.51647413,6.05E-16,12.88389798,12.88389798,25.51647414,12.88389798,12.88389798,12.88389798,11.31764438,11.94407929,11.61296521,11.93752118,11.30844474,0.6677847566,12.88389798,11.64109544,11.63124749,11.31573217,12.20711373,17.32029751,18.69624316,23.79435837,12.88389798,12.88389798,10.9799545,12.88389798,12.88389798,-0.8343643603,12.88389798,12.88389798,12.88389798,6.384849224,12.88389798,11.9363859,11.95047817,12.88389798,19.21356337,11.62064169,6.05E-16,12.88389798,12.88389798,12.90000625,5.646456021,12.88389798,12.88389798,12.88389798,12.88389798,-12.81874413,11.63199472,6.243390331,11.95047817,11.29194822,12.88389798,11.31573217,17.81090934,12.90000626,6.384849224,12.88389798,11.54739623,11.95992887,24.26199077,12.88389798,12.88389798,12.88389798,12.88389798,11.29894392,12.88389798,11.62082963,12.88389798,12.88389798,12.88389798,11.95992887,12.88389798,11.60782209,11.94407929,12.88389798,12.88389798,12.88389798,12.88389798,11.94407929,-0.915738218,11.93960985,11.0849989,11.56232617,12.19394944,-0.005578207815,12.88389798,12.88389798,11.63124749
4,2.803342,1.6570272,19.21356337,18.01616355,17.79359705,6.21125125,19.21356337,19.21356337,-17.53578023,16.6552452,18.01616355,11.68777224,19.21356337,44.44382771,19.21356337,0.5051670869,2.480015217,7.586772897,0.01045194281,17.10667209,0.6032534027,11.67023295,13.14053382,18.27336359,6.300414755,1.563334283,25.5164741,19.21356337,-0.6210238497,7.144633364,-18.63691696,19.21356337,6.743418905,1.542526496,16.58609135,18.01819089,-0.569749392,19.21356337,18.3253765,12.16318766,0.004656137399,17.30371735,11.55154876,1.676947765,31.8112516,18.27052588,6.469863598,0.9130226153,17.05478006,19.21356337,16.97149568,17.79359706,23.14172607,24.10991017,-0.2512259367,19.21356337,0.002752918455,23.64236515,19.21356337,19.21356337,19.21356337,19.21356337,17.28963798,25.5164741,44.44382771,6.797430823,0.9133620408,19.21356337,18.2733636,24.6976572,19.21356337,19.21356337,17.78697394,44.44382772,17.78697393,16.96649529,19.21356337,19.21356337,17.17512431,19.21356337,17.02150348,-0.5687313588,19.21356337,17.17340416,24.22521602,17.78422998,-12.67799635,19.21356337,10.86983727,19.21356337,19.21356337,11.25922348,12.38038818,17.79359706,18.73962921,19.21356337,19.21356337,17.78697393,17.05901332,38.11416232,18.27052588,6.119033878,6.482979782,19.21356337,17.10667209,11.29043131,18.07631559,19.21356337,19.21356337,35.47924496,18.04415596,17.81090934,18.75647689,11.29173412,17.78422998,18.55089011,12.5514423,35.43890924,19.21356337,44.44382766,7.510918258,19.21356337,17.15269955,1.807415502,19.21356337,19.21356337,19.21356337,17.30393706,19.21356337,28.72517425,16.94175165,19.21356337,16.9899952,17.05478006,16.94049103,11.72182423,19.21356337,18.27336359,2.612835288,19.21356337,-0.5688994064,1.365023681,17.29418045,38.11416232,19.21356337,25.5164741,19.21356337,19.21356337,19.21356337,11.12840114,19.21356337,18.83082715,17.32053551,10.71886675,19.21356337,18.27052588,0.2393980179,12.4147163,16.9805217,19.21356337,19.21356337,19.21356337,19.21356337,19.21356337,18.83082715,19.21356337,11.58789713,19.21356337,19.21356337,19.21356337,19.21356337,11.45470302,-5.702447463,19.21356337,19.21356337,19.21356337,17.68162454,19.21356337,22.6558673,19.21356337,17.81090934,19.21356337,19.21356337,19.21356337,19.21356337,0.8852719107,19.21356337,16.9227511,19.21356337,19.21356337,19.21356337,17.35728799,19.21356337,13.64673779,12.15884567,19.21356337,19.21356337,19.21356337,11.09435922,12.8425875,7.378394121,19.21356337,1.088887631,19.21356337,17.79787423,17.02150347,19.21356337,6.329665395,17.41404747,18.2733636,19.21356337,17.30371735,6.061881925,11.29625375,19.21356337,18.27052588,19.21356337,11.63199472,18.27052588,11.77616735,19.21356337,18.39816455,18.04415596,19.21356337,17.31402284,19.21356337,18.2733636,19.21356337,19.21356337,19.21356337,12.24396965,19.21356337,19.21356337,19.21356337,12.90296904,19.21356337,44.44382772,19.21356337,31.8112516,44.44382776,12.25997311,19.21356337,19.21356337,38.11416235,19.21356337,19.21356337,19.21356337,16.93114936,17.81090933,17.30371666,23.86362843,16.91518457,2.031428416,19.21356337,18.55530315,17.48666127,16.92505464,13.30628633,24.36736969,24.71214213,24.4115417,19.21356337,19.21356337,16.63347976,19.21356337,19.21356337,-0.5574852749,19.21356337,19.21356337,19.21356337,12.71451462,19.21356337,17.78697393,18.04415596,19.21356337,25.51647409,17.32752125,6.257242052,19.21356337,19.21356337,24.59337816,6.023520761,19.21356337,19.21356337,19.21356337,19.21356337,-7.228274358,17.56524355,5.906497597,18.04415596,16.9805217,19.21356337,16.9250554,23.8394847,18.73939096,12.71451462,19.21356337,11.45130833,17.97582784,36.48117711,19.21356337,19.21356337,19.21356337,19.21356337,18.09414315,19.21356337,23.58813739,19.21356337,19.21356337,19.21356337,18.65590746,19.21356337,22.96747467,17.81090934,19.21356337,19.21356337,38.11416233,19.21356337,17.81090934,-0.0646770148,17.79359705,11.67455974,12.74727022,29.93326142,-0.2577388644,19.21356337,19.21356337,17.52211024
